	Chiroderma_villosum	Carollia_brevicauda	Sturnira_ludovici	Artibeus_jamaicensis	Hsunycteris_thomasi	Anoura_geoffroyi	Glossophaga_soricina	Noctilio_leporinus	Mormoops_blainvillei	Macrotus_waterhousi	Pteronotus_pusillus	Desmodus_rotundus
POTEI	9.105642506	1.307677104	1.307677104	9.36263174	2.006072899	1.307677104	9.769526014	6.543738772	6.02638285	10.60753599	1.307677104	1.307677104
POTEJ	9.105642506	1.307677104	1.307677104	9.36263174	2.006072899	1.307677104	9.769526014	6.543738772	6.02638285	10.60753599	1.307677104	1.307677104
IF4A1	5.642959718	11.54997433	11.22095226	2.832362516	6.078122934	3.179893854	1.307677104	9.781371581	3.657310466	2.547311507	3.631860602	11.87492224
BTBD1	9.534953199	5.563861277	10.20933237	1.307677104	2.667274104	9.868144111	5.790419916	10.89311602	1.307677104	1.307677104	2.798538486	9.621714513
SDC4	8.788926961	2.832942904	2.827627227	11.40052231	10.99837131	7.076515413	7.687234016	7.253577818	10.97671772	1.307677104	10.90357294	1.307677104
EMP1	4.634269711	14.70509416	14.14150639	11.84770873	12.37537711	10.76660563	13.71898811	9.069884678	2.883909261	14.64858208	14.28853983	9.826527659
FOSL2	2.512782145	8.922238248	1.307677104	11.28212716	5.874665896	10.54335332	10.72869438	5.644961564	2.448549528	11.15731313	3.224664234	10.47126445
GPX2	3.195681214	10.42041379	11.60951948	10.74457423	1.307677104	9.788374051	8.246787779	6.634123987	13.39990638	12.03036124	9.501023347	3.265313205
NDUS3	9.860650892	2.09646585	1.307677104	10.82634495	1.307677104	10.58366968	7.51863912	3.039919248	4.695402182	9.528219231	3.098691955	10.01449899
RL12	11.8009063	2.995584034	10.67627613	6.723875596	11.03462226	3.636649755	11.08179078	3.376987041	3.920648455	11.02838045	4.137113892	2.157288903
UCRI	10.60268177	10.73874117	11.02795409	9.754430934	11.32410219	11.21895573	3.782952532	3.039919248	3.197562257	10.37297894	1.307677104	9.834926938
STIP1	1.307677104	2.832942904	3.581020933	1.307677104	1.307677104	9.731279415	8.499229931	10.1371855	3.050922541	9.548948522	9.536512795	1.307677104
COQ8A	12.8937852	8.777608761	8.832546621	13.84022842	7.699138415	3.034333352	12.7579828	11.66979513	12.33322027	2.547311507	12.85019786	6.816293872
RSSA	3.295242023	1.307677104	10.78676323	1.307677104	3.170297345	1.307677104	10.13182811	2.56710012	4.071618283	2.197285084	4.551933483	11.75390766
LAP4A	11.28235753	1.307677104	5.902219932	9.357639751	10.00683759	11.44223111	8.79552778	10.83161345	12.04174062	1.307677104	3.796326033	8.997867288
ALDH2	13.29718	11.3227387	7.004160597	12.25877037	10.40574547	8.740968077	11.48192109	3.517055674	5.893987281	5.415944047	12.10709446	1.307677104
AATM	6.298001141	12.62075042	13.10483961	5.874365266	8.669483543	12.57036937	13.841274	12.76408954	7.575787383	4.650019417	12.62342355	2.942653335
GPX1	3.957600932	1.307677104	11.84562245	4.653787074	9.303670177	4.920437368	10.76543722	13.77994952	12.19983765	10.51861768	10.13966427	9.077892516
IF2P	9.887844147	1.307677104	5.728392474	1.307677104	9.083826492	1.307677104	1.307677104	10.98680065	8.528749749	8.964056514	8.098901611	9.032360992
AT5F1	11.27527351	11.38176022	11.75205203	11.67687581	10.94482752	12.22011446	9.110962688	3.759186026	2.448549528	11.48131485	2.612130331	11.9560903
NUD4B	10.77278889	7.778783178	1.307677104	1.307677104	9.558049655	1.307677104	1.307677104	10.70013566	7.890295419	4.106331732	3.444161633	2.740933516
UBP13	11.87821918	2.6428215	11.0398684	12.72942486	7.145152748	7.814799511	12.34999227	1.307677104	11.19208435	8.535925552	4.459156613	10.10525017
LAMP1	11.22542215	11.43964426	4.299877955	9.150035739	5.47394175	2.437007775	12.40028238	3.039919248	2.124622121	9.262174199	11.38762432	6.116147834
HSPB6	3.195681214	9.975931963	3.987056187	5.817221747	9.740705622	12.37290872	13.98331462	10.77649011	11.96409557	11.75061893	3.541351041	11.95833445
UD17	4.737770053	4.416376062	1.307677104	2.096146189	11.04556453	1.307677104	1.307677104	9.317141899	10.87392963	3.347297238	1.307677104	1.307677104
FABPH	2.300774891	8.420006769	6.429398343	10.65246396	7.051729084	1.307677104	3.782952532	9.031622264	9.320037079	1.307677104	11.93134072	11.1799025
ANK1	1.307677104	10.05522025	10.33573736	9.641221587	1.307677104	10.13503524	2.466074274	5.356468847	8.705369715	6.829066134	9.698181836	1.307677104
PYDC1	4.634269711	9.215228805	11.5050239	1.307677104	6.19935231	1.307677104	1.307677104	6.173497683	10.01817192	9.298239164	8.495008586	1.307677104
CAH2	1.307677104	2.09646585	3.260207739	1.307677104	4.524927386	1.307677104	5.652047872	12.4041024	12.05313205	3.014006449	6.469432553	4.297223268
SBSN	3.63066857	10.79218003	11.20861391	2.409682878	12.17422578	11.2281029	6.207371164	12.0871747	11.34594275	10.32133668	2.612130331	10.91065629
KLF4	11.9251394	10.2412266	10.60623741	7.013584198	2.006072899	4.881642848	11.02755578	13.84413842	3.657310466	4.335597294	11.8681173	7.77317146
LRC15	11.87587947	11.57673506	2.638077196	12.02688311	10.04206999	9.771349929	8.409213988	4.442837689	11.15491474	7.975402471	1.307677104	4.005045296
MYOZ1	2.300774891	10.92420161	3.260207739	12.06897633	7.491905272	4.841760571	14.00260608	8.249449764	4.20769823	7.652137079	12.14896957	10.35732742
RNF10	9.065141054	12.0481179	9.470872353	11.86129261	11.36738273	10.57237324	11.01821744	12.39525053	2.688353455	1.307677104	4.680578385	11.0903638
SERC4	10.69369901	7.803491412	2.638077196	6.016496857	9.482519407	1.307677104	10.84351782	1.307677104	10.81313018	1.307677104	5.567077985	7.349421064
ILF2	9.908136914	1.307677104	9.768550066	7.378183549	8.852317192	1.307677104	10.3316439	3.964362386	10.42209167	1.307677104	8.949326196	3.265313205
RLA2	10.10796606	10.66381384	10.57524938	9.710729529	1.307677104	8.724732564	8.756746912	13.29109458	4.600682305	3.014006449	3.87160932	11.57994445
RL28	5.930057073	10.35923942	11.68304081	2.096146189	8.872486733	10.91767032	10.06651	13.1657862	12.37831819	9.894966946	3.631860602	3.114599165
SRBP2	8.927321483	10.18592695	3.9149904	8.366770243	9.86396159	9.414483567	5.627631851	11.93075757	12.39238679	1.307677104	9.95160677	1.307677104
CALR	11.16806077	10.54431227	5.093064582	9.344242711	5.530590065	6.348360022	11.71904541	2.56710012	2.448549528	2.197285084	11.11036078	11.38733496
PPIA	6.81067413	12.32582851	2.093538931	2.832362516	11.76394209	8.727451203	11.86813208	7.465271863	7.045209391	2.804945452	7.693690632	2.157288903
BPIA1	1.307677104	1.307677104	1.307677104	7.203672142	1.307677104	1.307677104	1.307677104	1.307677104	2.448549528	8.337908383	12.67258147	1.307677104
RL10A	9.711179629	10.57117731	7.945965797	10.4794377	11.10100845	11.50457601	11.90121124	13.64683848	7.071688011	1.307677104	2.798538486	12.52939133
QORX	4.401297932	2.6428215	6.83364447	6.953068257	1.307677104	1.307677104	2.709086655	10.69489876	11.54089773	8.616695182	11.06636184	3.921209105
VIME	1.307677104	9.550535764	7.201603473	10.53134366	11.19282156	9.949566482	9.43952703	2.828232304	11.54208138	3.485943229	9.721805817	13.31989676
CLUS	8.353222883	7.875173703	8.014778586	1.307677104	2.006072899	10.74932123	9.43952703	2.56710012	1.307677104	11.3256629	2.958179789	7.737771747
PSB5	9.192439813	9.256970091	8.64721361	10.45860721	2.945727097	10.21663312	1.307677104	3.643610544	2.448549528	2.804945452	10.51044812	10.77900778
FHL1	3.195681214	1.307677104	2.827627227	6.425973579	11.39077209	14.06375319	4.482458088	4.948305047	2.688353455	2.547311507	3.71660817	4.696045918
K2C1	13.16035926	11.30900077	8.326998393	6.671168891	9.880352431	8.40291576	8.666974121	1.307677104	2.883909261	9.092840973	2.958179789	2.740933516
CA2D1	9.813505902	10.6365733	2.406119777	10.02283303	7.472812499	9.666175173	9.86768212	3.376987041	1.307677104	8.113387618	2.798538486	1.307677104
LAT1	1.307677104	9.187340749	10.83572269	10.77109833	10.85415085	11.96387796	7.805965225	13.34613712	8.221103302	1.307677104	9.370235131	10.19498563
UBIM	9.776856974	2.09646585	11.10245996	10.75536899	11.42779557	10.95526409	10.05285521	11.04283681	3.998204437	11.08882758	1.307677104	6.966614306
ARPC2	1.307677104	6.335125923	3.132434982	5.390441308	10.82245591	10.54412453	9.878043879	10.35535794	2.448549528	11.23786185	10.9192525	10.79200776
DDX5	8.748573172	7.4182656	1.307677104	8.905172959	9.441377668	11.00652589	9.747090035	2.211898723	11.72725973	4.187022962	3.224664234	2.157288903
TOM20	10.84250486	1.307677104	2.638077196	11.18777381	4.700991947	9.538863616	3.076060543	4.056457749	10.157524	9.759240888	10.63157894	10.02799265
CCNG1	10.97956801	11.6208412	5.846581156	12.51039736	10.9908428	2.437007775	13.08673647	12.44704585	12.3526887	9.965350423	3.098691955	12.05736603
PP1B	3.195681214	7.52315201	12.13721632	10.02283303	12.56095059	12.03555392	10.47249586	2.828232304	5.224762652	11.91931903	5.274927053	12.52008931
B2MG	9.912709368	10.56613296	10.02772754	2.096146189	7.731626413	10.54720525	10.6665429	3.759186026	3.050922541	11.7966502	3.224664234	11.86743583
KRA71	9.58049404	2.09646585	10.86629978	11.28036966	7.070904401	1.307677104	3.782952532	10.28623593	8.443480834	6.889444957	1.307677104	9.357897904
TPM1	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	14.40342506	1.307677104
ARF1	7.309564308	11.91586445	6.211983986	2.096146189	11.87648373	10.93835069	2.13748346	13.00652579	5.585819252	6.450439053	11.18963076	6.686098946
ITM2B	2.01669322	11.70389166	12.14443153	3.137922601	6.090715889	11.8945142	10.19120365	13.13050107	13.00428937	10.71816212	9.691900162	11.48351656
ACTF	9.105642506	10.64069231	1.307677104	9.36263174	2.006072899	1.307677104	5.200518728	3.964362386	2.883909261	10.60753599	1.307677104	3.633371943
ISK7	10.84298407	11.65518026	11.92904224	6.871331692	11.68449878	9.09684218	1.307677104	2.56710012	5.092470025	10.83171243	4.459156613	7.707593459
LCE3C	1.307677104	9.31997221	6.040853271	1.307677104	1.307677104	1.307677104	1.307677104	10.3420193	8.395389903	1.307677104	5.544881553	8.87834795
CACP	2.68689769	11.22781993	9.178318499	2.832362516	11.53664855	3.179893854	7.498629299	11.01509078	10.752385	10.31474945	2.612130331	9.732255982
MALL	11.46092859	3.846669426	10.30601739	2.409682878	12.15077094	10.03104587	10.26904929	14.1457806	5.893987281	11.49303187	5.072160303	11.75279991
KRA31	11.57580268	10.87900676	8.944805394	12.98776775	11.59546913	10.53794329	9.353032366	12.57370273	2.688353455	9.436131744	3.444161633	2.942653335
ATP5L	4.953428039	9.145437647	11.61125639	2.096146189	9.917888705	10.86247148	11.14321759	10.15763297	6.446506333	1.307677104	3.224664234	9.701964812
LYPD3	7.395723189	2.832942904	12.33201251	7.545593578	11.6141012	12.06244885	10.58587601	13.61149119	12.91056025	6.981080331	2.798538486	11.1544027
CNBP	10.91722167	4.416376062	4.645752161	9.946203092	8.51008271	8.282372198	11.55639126	11.82566681	2.124622121	9.935605523	1.307677104	10.84217274
S10A7	9.721640868	1.307677104	3.260207739	1.307677104	7.98507203	5.165926474	8.502582377	3.376987041	9.183094394	8.367915796	1.307677104	11.83185968
EFC14	3.898211967	9.660106268	1.307677104	10.69727961	10.57305707	8.520442544	4.176346374	1.307677104	3.447681963	9.234521198	2.384258549	9.265640648
CISY	11.0118916	12.21900387	9.408310245	12.00017081	8.876123817	12.4641558	13.10173447	4.056457749	2.124622121	11.80802986	5.652582023	13.04330015
UD110	4.737770053	6.96302237	2.406119777	9.294608114	11.04556453	8.118053272	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	8.307626846
G45IP	1.307677104	1.307677104	7.308271118	1.307677104	5.353451922	8.762335048	1.307677104	10.97388683	8.784848733	2.197285084	8.64301876	8.343392085
IQGA1	11.84295824	8.68225113	10.10766947	7.924390898	11.54123731	2.67468824	1.307677104	11.37408885	3.998204437	11.11686558	10.93210105	10.37567405
PRP8	8.499007102	7.411851662	7.118039093	10.19875835	9.728685977	10.61996685	1.307677104	9.151161757	1.307677104	1.307677104	10.5090196	4.482121333
KRT84	13.19746392	9.853510777	12.39002477	14.28164975	9.370947783	8.015004934	6.569187	10.09009071	2.124622121	11.10227734	3.339115988	11.11930437
NO40	10.18860627	10.06035436	10.62286357	3.137922601	7.821148675	10.71411852	11.4742582	3.376987041	4.826574296	4.335597294	1.307677104	10.93560345
RL23A	11.33270202	11.15721427	5.185945867	3.994210137	11.05602367	12.27061405	1.307677104	5.756652592	5.057389412	9.269005413	3.444161633	4.791988699
LPPRC	9.797771834	9.660106268	2.827627227	7.977426349	10.13607199	9.411105608	11.19593668	10.40002298	10.70878035	1.307677104	9.082067317	1.307677104
MAL	9.222215337	12.16426047	3.838912523	10.77609571	7.102307176	13.04957988	12.36388253	13.63412635	10.58714509	8.92133394	1.307677104	9.16040997
CX6A2	9.432965475	1.307677104	10.73799285	9.960541753	9.555783657	10.85689571	9.918762356	10.25336375	2.883909261	3.191789112	2.958179789	9.672586869
TRHY	7.53512518	9.139628111	1.307677104	8.943437099	11.42158689	5.533318326	11.35785144	13.60324549	6.044339556	8.803944965	2.384258549	10.99177147
T4S1	6.826276213	10.20552385	11.13711283	9.668353167	9.813641199	1.307677104	9.939935496	3.517055674	11.77535893	7.458525222	11.57404437	2.157288903
MYH14	5.115389384	8.364634232	2.827627227	10.9111298	10.20276034	9.502821142	9.137081226	12.88475168	2.124622121	10.50807012	2.612130331	4.791988699
TM11D	5.063418931	6.795715572	13.72192583	11.15169892	10.87065281	7.118556849	11.82392959	1.307677104	9.955590316	9.922667543	3.631860602	6.001275925
ACTN3	3.195681214	1.307677104	9.085402449	8.93228791	4.886918645	1.307677104	11.38807204	1.307677104	8.071734319	4.705294714	10.70951759	7.026529536
KLK13	6.193539441	10.90606508	12.16136512	6.774722447	10.31888618	10.14116485	1.307677104	15.01303765	11.9171241	6.298336382	6.033195595	10.34071187
ARHG8	2.512782145	3.138595095	3.376216502	10.04370396	11.06122494	10.43609354	9.816074562	10.37076539	6.25942083	2.547311507	2.612130331	3.521828922
S10AB	7.406139912	9.928427355	4.959000894	1.307677104	7.215764088	9.833234106	10.21387716	12.6158766	10.70314774	8.927103915	2.612130331	2.493024408
SCN4B	10.0601312	10.10575724	12.09315047	1.307677104	5.126930369	8.419822827	9.701143388	3.219779621	11.32271387	11.99268456	11.80810719	11.85303482
FRIL	11.29502175	8.636231384	10.84932717	3.994210137	1.307677104	2.437007775	5.061239889	4.745509117	2.448549528	11.08108532	3.796326033	3.114599165
RL32	10.84442072	9.75941584	4.555285181	1.307677104	10.97227264	11.21314855	10.10781662	6.677275649	3.050922541	11.42023592	3.87160932	10.06416471
K22O	2.68689769	10.79956738	4.555285181	5.46685128	9.469336802	13.71125497	9.341846591	8.747890723	3.328738606	10.47988756	3.71660817	11.52779468
RL24	2.836538287	10.2239433	11.11132426	9.75696084	5.60280085	12.02066985	10.02515168	3.759186026	1.307677104	10.22743008	5.274927053	10.30286439
PEPL	9.31494863	14.04762863	5.55396654	13.67632579	14.21858536	9.417853635	9.301998923	10.87779187	14.5864272	12.99850294	2.958179789	12.95326407
TM38A	10.77479954	1.307677104	11.91729606	11.67921187	6.602361722	11.78231404	11.98118631	10.68788653	12.15798858	11.48620851	3.339115988	9.852959336
RL34	1.307677104	10.33487203	11.75394014	10.77921031	9.941513457	6.215102824	9.879333881	12.52338168	4.984529025	10.86515734	3.444161633	5.121735565
GTR5	10.40721238	2.6428215	9.708802979	6.13029278	4.700991947	9.767392592	11.27696372	3.039919248	2.448549528	1.307677104	7.698712602	2.157288903
ACON	12.51543938	11.48005069	11.61714626	6.32036647	11.63652194	7.809676956	12.99644301	5.956942267	6.02638285	11.68998022	2.077554067	4.538717401
COX3	2.968667106	3.138595095	5.458099449	5.281776099	3.063220107	4.118130377	2.709086655	2.56710012	3.197562257	15.6161599	2.612130331	2.157288903
AAAD	8.398264768	10.28486664	10.94057474	9.759486318	9.251419624	2.116159092	1.307677104	5.206886536	3.838427792	3.347297238	1.307677104	8.009199753
DBNL	10.61732224	1.307677104	10.97011265	7.737176849	8.528688987	1.307677104	7.34273757	12.4329603	2.883909261	8.838033147	8.741196098	7.139370533
MP2K2	9.701699212	2.6428215	6.024237442	9.485182247	9.523680197	9.810337489	1.307677104	11.73332719	10.5349909	1.307677104	6.064695898	7.483707036
BZW1	8.385162518	3.266693816	11.57789227	11.13720675	6.363967882	10.59710969	9.49106587	13.62222109	6.612061225	11.02972181	1.307677104	11.12045
AT1A1	3.836121449	10.45044609	3.9149904	11.4506109	11.97834223	8.97630571	8.948391465	2.211898723	12.28336784	8.275953382	2.798538486	8.014139661
RS24	11.10433209	11.15912987	3.987056187	11.41661264	8.481715434	11.20926406	11.17507965	4.142789708	4.740487386	12.22881195	2.384258549	11.00857544
TM11L	7.287195488	9.272980434	3.987056187	8.434714846	6.704143212	3.975695784	8.627598891	12.9051134	5.316522198	1.307677104	1.307677104	1.307677104
SODC	2.68689769	2.09646585	9.883398942	9.468299615	3.268851914	9.735336922	1.307677104	2.211898723	2.883909261	8.172878043	2.958179789	10.14857108
AL9A1	5.642959718	1.307677104	11.7739277	9.397100205	8.665285503	12.88736022	3.356869179	10.2462212	5.952226754	8.906807221	2.958179789	9.487860832
RS20	9.330068697	8.518800758	12.57938867	8.456670024	4.088529065	7.151329064	12.44125582	3.376987041	3.998204437	10.1207024	12.60398431	2.942653335
1433S	13.1327974	8.819394022	8.759240502	1.307677104	7.699138415	13.06779477	11.05350035	7.774237147	5.703612466	4.953356032	2.958179789	8.63392297
TOLIP	8.258686817	9.681589199	9.548346796	1.307677104	1.307677104	1.307677104	8.67293758	9.422285352	11.02096919	9.105617917	6.736999946	9.444608282
ENOB	10.99603579	14.04885607	6.136709516	13.16573974	12.58211993	13.544376	14.6649005	9.328458831	13.7994628	11.96980668	2.612130331	13.67883031
GLTP	10.68570653	2.09646585	10.68619812	9.472923598	8.51008271	1.307677104	9.446506189	11.05037434	4.499153017	5.382622017	9.607647358	12.18248312
NIBA2	13.05489348	12.53372761	12.96635651	12.06973966	5.860021323	12.35390176	10.37069155	4.508787378	13.45488169	11.52762255	3.444161633	13.15247225
FABP5	12.18344727	13.37944437	12.34835084	10.77422372	10.72498415	9.96116201	10.02515168	13.6651413	2.688353455	12.17315187	2.798538486	9.611972958
IDE	1.307677104	8.046413128	9.467807851	9.074971273	8.528688987	9.816734197	3.224321626	10.43708728	10.87643424	8.756123597	3.098691955	1.307677104
IDH3G	7.717642242	9.713225428	10.43871121	10.01862236	9.024430152	1.307677104	10.26016427	4.632096037	7.671208153	6.958711783	1.307677104	1.307677104
LRC20	1.307677104	10.57476965	6.441955812	9.780776231	10.18160663	7.006590087	10.11221218	3.865635621	4.071618283	1.307677104	6.169813948	1.307677104
ENPL	6.119433852	6.375266956	6.338289794	9.226872326	5.753105316	1.307677104	1.307677104	11.46969019	2.883909261	9.998610195	2.798538486	11.00733739
EPAS1	10.66145992	1.307677104	10.2606997	12.12880094	10.30882949	10.09770037	11.31225485	2.828232304	9.004556317	10.21215195	7.423361607	3.736290179
RS14	10.89751871	9.634172697	12.35022418	11.62207506	11.32010244	11.47737868	11.17927525	1.307677104	12.64865789	11.13505165	3.339115988	11.58907652
BPIB2	2.01669322	8.482541248	2.406119777	8.3995242	1.307677104	2.116159092	2.466074274	2.56710012	2.688353455	12.51544401	6.954205341	2.157288903
MDHC	10.41561293	9.373753816	10.55878225	12.05978476	9.560312099	11.2485927	1.307677104	9.889237715	12.54285625	11.79310025	2.384258549	10.33183731
HIPK1	9.720598151	8.384421087	11.35013505	3.765090794	5.815170517	10.35491111	9.46552659	10.95721582	11.16724086	1.307677104	10.81270333	2.740933516
PFKAM	12.12337146	12.02256676	2.093538931	12.34558297	6.68767108	11.89269881	9.214759445	10.64689103	7.855168305	12.04734767	2.798538486	9.736745296
SH3G1	8.725887813	9.086261861	11.24038693	6.40028891	9.550103042	10.48510857	1.307677104	3.759186026	2.688353455	10.21687017	10.11733747	2.740933516
P63	2.01669322	7.837386921	2.093538931	9.778287781	7.556807031	2.116159092	4.032201252	11.11780158	10.68968149	8.658916751	2.798538486	9.282115106
MYOM2	10.47246652	10.23306557	9.665323448	12.43932874	10.05014171	9.96116201	11.33499824	5.125787658	11.89937731	1.307677104	3.224664234	6.35313625
RS4	11.85346083	4.858724017	2.827627227	12.42687123	8.123098591	5.942653853	8.160282213	9.707016717	3.328738606	11.47098381	12.3788811	4.593129588
ZC11B	1.307677104	1.307677104	10.63452557	9.403573272	9.653326613	2.67468824	7.184724112	8.291693339	11.27225288	4.907085998	8.183725661	9.738238636
EIF3E	6.670758929	10.75782878	11.02117614	8.673051848	10.58754904	6.845680626	10.93257865	11.82166812	2.883909261	10.61916645	2.612130331	2.493024408
CLD4	11.22982608	5.391506312	11.00488364	9.62192124	10.13379507	8.482321023	1.307677104	11.20818032	10.5349909	1.307677104	9.134889607	9.334393759
RS16	11.29256795	9.253387978	12.70230592	9.344242711	11.43828937	5.55803293	10.85208424	5.491894489	2.883909261	3.929266911	2.798538486	9.993393684
CY1	6.544371138	2.410119678	2.989807412	2.096146189	5.414962845	10.27633185	11.42564113	4.99478912	9.307098845	10.36024064	4.010756682	11.35703824
ERAP1	10.44368801	2.832942904	2.989807412	1.307677104	4.561939472	3.310156144	5.936627767	9.583992339	2.883909261	10.81780377	4.137113892	10.80987112
ATPO	10.18331779	10.57476965	7.186765764	2.096146189	1.307677104	6.334148264	10.48101806	4.300851073	2.883909261	9.582239557	2.384258549	3.521828922
PUM2	8.679417997	1.307677104	1.307677104	7.915358922	6.300361882	9.082048999	1.307677104	10.08342647	9.646355439	9.179990642	8.716652317	2.942653335
SIL2A	1.307677104	9.059845442	10.21299738	8.336642022	2.006072899	1.307677104	3.476991521	9.576418244	2.124622121	2.197285084	3.87160932	8.17717041
SIL2B	1.307677104	9.059845442	10.21299738	8.336642022	2.006072899	1.307677104	3.476991521	9.576418244	2.124622121	2.197285084	3.87160932	8.17717041
ACTD	9.105642506	10.64069231	1.307677104	2.409682878	2.006072899	1.307677104	5.200518728	3.964362386	2.883909261	10.60753599	1.307677104	3.633371943
ACTE	9.105642506	10.64069231	1.307677104	2.409682878	2.006072899	1.307677104	5.200518728	3.964362386	2.883909261	10.60753599	1.307677104	3.633371943
ACTS	8.812608286	8.423198721	2.989807412	5.53939407	12.39626561	12.67546907	13.22519298	10.92179095	4.600682305	7.368081802	3.444161633	8.748024712
ATP5H	9.802707189	1.307677104	11.02169865	4.062790101	8.153389576	10.09454508	10.93754091	11.31330365	10.85690883	5.738987206	3.541351041	11.44927874
KPB1	3.898211967	5.310783082	8.522798885	8.675728502	6.256341241	10.07012245	11.39440189	7.787420217	10.58943682	1.307677104	2.612130331	1.307677104
XIRP2	8.068521524	9.869978615	11.93543437	11.04187928	12.44467717	13.05743373	6.348320007	3.219779621	8.305310882	8.746366107	9.070492165	1.307677104
CBPD	10.96643303	10.73617697	10.41185585	10.53282068	9.211670913	7.789002842	10.6355789	2.56710012	2.688353455	10.52433855	11.2656173	2.493024408
CING	1.307677104	8.953481447	9.193238917	1.307677104	9.361897279	9.477206228	7.608513946	9.580210262	3.657310466	1.307677104	2.612130331	5.261834558
CML11	1.307677104	2.995584034	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	1.307677104	13.73469732
PRLD1	6.352919278	10.02297436	7.208965459	9.301556638	1.307677104	1.307677104	1.307677104	2.828232304	6.25942083	10.10551713	10.34656496	6.222523865
GYS1	8.061949484	8.97103553	11.64114846	9.310195493	7.786776891	12.1672824	12.63526832	3.219779621	10.16982798	1.307677104	8.136396013	12.66551022
GSTA2	1.307677104	11.54008534	6.987132288	7.597340216	8.197665783	7.951308225	11.13622041	2.211898723	2.448549528	6.46638889	3.444161633	10.54222694
CQ10A	9.395560681	4.191428749	8.084464828	10.88013406	9.244401489	3.034333352	10.9760334	7.205273063	3.050922541	2.547311507	2.958179789	1.307677104
VAT1	9.977867677	9.388525532	9.930906471	9.083059263	10.01263206	1.307677104	8.913557189	12.37928784	11.01870353	1.307677104	10.76263232	10.00584593
AT2B4	1.307677104	8.254260323	10.38449108	8.856459774	7.964717995	2.116159092	4.426352673	11.17659293	10.44167342	2.547311507	3.541351041	5.358580752
ERR1	6.901849612	9.798039254	10.212082	9.491272731	7.373362259	1.307677104	8.675910091	10.1059604	9.238662202	1.307677104	6.954205341	1.307677104
PURA1	7.491769687	1.307677104	2.827627227	11.38711134	10.0533578	11.29835057	3.476991521	2.211898723	4.984529025	5.685404752	2.958179789	6.41425266
NDKA2	4.314193436	1.307677104	1.307677104	1.307677104	7.169076152	1.307677104	8.246787779	8.056045715	9.552370497	1.307677104	8.442093261	8.581641839
GHITM	10.60437866	5.391506312	10.19272363	10.97608644	10.12694267	1.307677104	9.409483062	9.587764527	3.998204437	12.04569115	11.22355889	4.084063995
M3K20	6.834014374	6.755743302	9.401902188	8.082024416	11.67826275	10.43359852	11.67069316	5.391543894	5.484087162	1.307677104	1.307677104	4.482121333
RS15	8.160597105	1.307677104	9.526422123	10.97934	10.42883553	9.643324315	10.86776676	13.47022984	3.328738606	11.25459335	11.98550353	10.86422434
ACADV	11.87095367	11.28068627	10.56237808	9.308471855	7.418965372	6.618371871	10.96027187	9.230517878	2.688353455	2.804945452	13.36316848	12.62148152
RHOA	10.60041615	7.277191022	1.307677104	6.908232372	11.22026542	10.4168539	10.16605561	12.54609819	2.448549528	10.24023254	11.31468406	8.811823514
CE350	9.723724044	7.758707237	3.482625525	8.17198401	8.041229313	1.307677104	9.607728875	2.828232304	11.41346625	4.106331732	2.384258549	2.157288903
